,area_type,location,total_sqft,bath,balcony,price,BHK
7320,Built-up  Area,Yeshwanthpur,1170.0,2.0,2.0,57.0,2
7321,Built-up  Area,Yeshwanthpur,850.0,4.0,2.0,90.0,5
7322,Built-up  Area,Yeshwanthpur,1430.0,3.0,2.0,72.0,3
7323,Built-up  Area,Yeshwanthpur,3027.0,4.0,3.0,260.0,3
7324,Built-up  Area,Yeshwanthpur,650.0,1.0,0.0,40.0,1
7325,Built-up  Area,Yeshwanthpur,570.0,2.0,1.0,62.0,2
7326,Built-up  Area,Yeshwanthpur,2500.0,5.0,2.0,185.0,6
7327,Plot  Area,Yeshwanthpur,585.0,1.0,0.0,70.0,2
7328,Plot  Area,Yeshwanthpur,1200.0,4.0,1.0,110.0,4
7329,Plot  Area,Yeshwanthpur,2400.0,6.0,2.0,270.0,9
7330,Plot  Area,Yeshwanthpur,1362.0,2.0,0.0,100.0,2
7331,Super built-up  Area,Yeshwanthpur,2502.0,3.0,3.0,138.0,3
7332,Super built-up  Area,Yeshwanthpur,1693.0,3.0,3.0,108.0,3
7333,Super built-up  Area,Yeshwanthpur,667.0,1.0,1.0,36.85,1
7334,Super built-up  Area,Yeshwanthpur,1950.0,4.0,0.0,130.0,4
7335,Super built-up  Area,Yeshwanthpur,665.0,1.0,1.0,36.85,1
7336,Super built-up  Area,Yeshwanthpur,1161.0,2.0,2.0,64.08,2
7337,Super built-up  Area,Yeshwanthpur,2557.0,3.0,2.0,141.0,3
7338,Super built-up  Area,Yeshwanthpur,1850.0,3.0,3.0,100.0,3
7339,Super built-up  Area,Yeshwanthpur,671.0,1.0,1.0,36.85,1
7340,Super built-up  Area,Yeshwanthpur,1277.5,2.0,0.0,95.815,2
7341,Super built-up  Area,Yeshwanthpur,668.0,1.0,1.0,36.85,1
7342,Super built-up  Area,Yeshwanthpur,1185.0,2.0,2.0,75.84,2
7343,Super built-up  Area,Yeshwanthpur,1313.0,3.0,1.0,96.0,3
7344,Super built-up  Area,Yeshwanthpur,1400.0,2.0,2.0,100.0,2
7345,Super built-up  Area,Yeshwanthpur,2559.0,3.0,2.0,141.0,3
7346,Super built-up  Area,Yeshwanthpur,673.0,1.0,1.0,36.85,1
7347,Super built-up  Area,Yeshwanthpur,717.0,2.0,0.0,49.475,2
7348,Super built-up  Area,Yeshwanthpur,3600.0,5.0,2.0,220.0,4
7349,Super built-up  Area,Yeshwanthpur,1168.0,2.0,2.0,64.08,2
7350,Super built-up  Area,Yeshwanthpur,605.0,1.0,0.0,41.745,1
7351,Super built-up  Area,Yeshwanthpur,1382.0,2.0,2.0,76.18,3
7352,Super built-up  Area,Yeshwanthpur,669.0,1.0,1.0,36.85,1
7353,Super built-up  Area,Yeshwanthpur,1385.0,2.0,2.0,76.18,3
7354,Super built-up  Area,Yeshwanthpur,1679.0,3.0,2.0,92.13,3
7355,Super built-up  Area,Yeshwanthpur,670.0,1.0,1.0,36.85,1
7356,Super built-up  Area,Yeshwanthpur,1381.0,2.0,2.0,76.18,3
7357,Super built-up  Area,Yeshwanthpur,1678.0,3.0,2.0,92.13,3
7358,Super built-up  Area,Yeshwanthpur,1240.0,2.0,2.0,80.0,2
7359,Super built-up  Area,Yeshwanthpur,1713.0,3.0,2.0,110.0,3
7360,Super built-up  Area,Yeshwanthpur,1144.0,2.0,2.0,67.0,2
7361,Super built-up  Area,Yeshwanthpur,2501.0,3.0,3.0,138.0,3
7362,Super built-up  Area,Yeshwanthpur,666.0,1.0,1.0,36.8,1
7363,Super built-up  Area,Yeshwanthpur,1855.0,3.0,3.0,140.0,3
7364,Super built-up  Area,Yeshwanthpur,2504.0,3.0,3.0,138.0,3
7365,Super built-up  Area,Yeshwanthpur,1165.0,2.0,1.0,85.0,2
7366,Super built-up  Area,Yeshwanthpur,1163.0,2.0,2.0,64.08,2
7367,Super built-up  Area,Yeshwanthpur,1165.0,2.0,2.0,64.08,2
7368,Super built-up  Area,Yeshwanthpur,1384.0,2.0,2.0,76.18,3
7369,Super built-up  Area,Yeshwanthpur,994.0,2.0,0.0,54.67,1
7370,Super built-up  Area,Yeshwanthpur,1855.0,3.0,3.0,140.0,3
7371,Super built-up  Area,Yeshwanthpur,1500.0,3.0,1.0,100.0,3
7372,Super built-up  Area,Yeshwanthpur,1167.0,2.0,2.0,64.08,2
7373,Super built-up  Area,Yeshwanthpur,1164.0,2.0,2.0,64.08,2
7374,Super built-up  Area,Yeshwanthpur,1520.0,3.0,3.0,85.0,3
7375,Super built-up  Area,Yeshwanthpur,1677.0,3.0,2.0,92.13,3
7376,Super built-up  Area,Yeshwanthpur,674.0,1.0,1.0,36.85,1
7377,Super built-up  Area,Yeshwanthpur,1383.0,2.0,2.0,76.18,3
7378,Super built-up  Area,Yeshwanthpur,672.0,1.0,1.0,36.85,1
7379,Super built-up  Area,Yeshwanthpur,1162.0,2.0,2.0,64.08,2
7380,Super built-up  Area,Yeshwanthpur,1166.0,2.0,1.0,64.08,2
7381,Super built-up  Area,Yeshwanthpur,1692.0,3.0,3.0,108.0,3
7382,Super built-up  Area,Yeshwanthpur,1169.0,2.0,2.0,64.08,2
7383,Super built-up  Area,Yeshwanthpur,2500.0,3.0,3.0,138.0,3
7384,Super built-up  Area,Yeshwanthpur,1160.0,2.0,2.0,64.08,2
7385,Super built-up  Area,Yeshwanthpur,1676.0,3.0,2.0,92.13,3
7386,Super built-up  Area,Yeshwanthpur,2503.0,3.0,3.0,138.0,3
7387,Super built-up  Area,Yeshwanthpur,1855.0,3.0,3.0,135.0,3
7388,Super built-up  Area,Yeshwanthpur,1675.0,3.0,2.0,92.13,3
7389,Built-up  Area,others,869.0,2.0,1.0,36.0,2
7390,Built-up  Area,others,2511.0,3.0,3.0,205.0,3
7391,Built-up  Area,others,1200.0,2.0,1.0,65.0,2
7392,Built-up  Area,others,1200.0,3.0,1.0,90.0,3
7393,Built-up  Area,others,782.0,2.0,2.0,55.68,2
7394,Built-up  Area,others,1870.0,3.0,3.0,110.0,3
7395,Built-up  Area,others,1350.0,2.0,3.0,48.0,3
7396,Built-up  Area,others,1470.0,2.0,2.0,70.0,3
7397,Built-up  Area,others,1783.0,3.0,1.0,115.0,3
7398,Built-up  Area,others,1207.0,2.0,2.0,43.5,2
7399,Built-up  Area,others,1798.0,3.0,2.0,89.0,3
7400,Built-up  Area,others,2000.0,4.0,1.0,75.5,4
7401,Built-up  Area,others,1060.0,2.0,2.0,60.0,2
7402,Built-up  Area,others,1060.0,2.0,2.0,55.0,2
7403,Built-up  Area,others,1280.0,2.0,1.0,69.0,2
7404,Built-up  Area,others,1645.0,3.0,2.0,95.0,3
7405,Built-up  Area,others,1629.0,3.0,2.0,79.0,3
7406,Built-up  Area,others,1460.0,2.0,1.0,58.0,2
7407,Built-up  Area,others,1760.0,3.0,2.0,88.0,3
7408,Built-up  Area,others,3309.0,4.0,3.0,325.0,4
7409,Built-up  Area,others,1200.0,2.0,1.0,62.0,2
7410,Built-up  Area,others,1300.0,3.0,1.0,58.0,3
7411,Built-up  Area,others,700.0,1.0,0.0,41.0,1
7412,Built-up  Area,others,1595.0,3.0,2.0,115.0,3
7413,Built-up  Area,others,1200.0,2.0,0.0,85.0,1
7414,Built-up  Area,others,1325.0,2.0,1.0,90.0,3
7415,Built-up  Area,others,1080.0,2.0,2.0,50.0,2
7416,Built-up  Area,others,1160.0,2.0,1.0,55.0,2
7417,Built-up  Area,others,540.0,1.0,1.0,36.0,1
7418,Built-up  Area,others,1630.0,3.0,2.0,85.0,3
7419,Built-up  Area,others,834.0,1.0,1.0,60.0,1
7420,Built-up  Area,others,1220.0,2.0,1.0,35.23,3
7421,Built-up  Area,others,1200.0,2.0,0.0,70.0,3
7422,Built-up  Area,others,4046.0,4.0,0.0,445.0,4
7423,Built-up  Area,others,2300.0,3.0,3.0,120.0,3
7424,Built-up  Area,others,950.0,2.0,1.0,44.0,2
7425,Built-up  Area,others,1325.0,3.0,1.0,57.0,3
7426,Built-up  Area,others,425.0,1.0,0.0,20.03,1
7427,Built-up  Area,others,1100.0,2.0,0.0,48.0,2
7428,Built-up  Area,others,1105.0,2.0,2.0,58.0,2
7429,Built-up  Area,others,900.0,7.0,2.0,76.0,6
7430,Built-up  Area,others,2500.0,6.0,2.0,115.0,7
7431,Built-up  Area,others,1500.0,4.0,2.0,180.0,4
7432,Built-up  Area,others,1500.0,2.0,2.0,95.0,3
7433,Built-up  Area,others,530.0,1.0,1.0,20.0,1
7434,Built-up  Area,others,900.0,2.0,0.0,27.0,2
7435,Built-up  Area,others,4200.0,5.0,2.0,225.0,5
7436,Built-up  Area,others,1600.0,4.0,0.0,125.0,5
7437,Built-up  Area,others,1405.0,2.0,2.0,70.0,2
7438,Built-up  Area,others,1480.0,3.0,2.0,90.0,3
7439,Built-up  Area,others,2400.0,3.0,2.0,170.0,3
7440,Built-up  Area,others,1384.0,3.0,2.0,62.28,3
7441,Built-up  Area,others,1508.0,3.0,2.0,70.25,3
7442,Built-up  Area,others,2150.0,4.0,1.0,80.0,4
7443,Built-up  Area,others,925.0,2.0,2.0,48.0,2
7444,Built-up  Area,others,1132.0,2.0,1.0,67.0,2
7445,Built-up  Area,others,5000.0,7.0,2.0,299.0,7
7446,Built-up  Area,others,4346.0,5.0,2.0,500.0,4
7447,Built-up  Area,others,3329.0,3.0,2.0,330.0,3
7448,Built-up  Area,others,1595.0,3.0,2.0,76.0,3
7449,Built-up  Area,others,1367.0,2.0,2.0,62.0,2
7450,Built-up  Area,others,1650.0,2.0,2.0,80.0,3
7451,Built-up  Area,others,1100.0,2.0,1.0,60.0,2
7452,Built-up  Area,others,1450.0,2.0,2.0,85.0,3
7453,Built-up  Area,others,2000.0,3.0,1.0,166.0,4
7454,Built-up  Area,others,700.0,2.0,0.0,27.0,2
7455,Built-up  Area,others,1756.0,3.0,3.0,100.0,3
7456,Built-up  Area,others,1650.0,3.0,0.0,110.0,3
7457,Built-up  Area,others,1200.0,2.0,2.0,66.0,2
7458,Built-up  Area,others,1070.0,2.0,2.0,42.0,2
7459,Built-up  Area,others,1000.0,2.0,1.0,130.0,2
7460,Built-up  Area,others,1300.0,2.0,1.0,60.0,2
7461,Built-up  Area,others,1600.0,3.0,0.0,80.0,3
7462,Built-up  Area,others,1100.0,2.0,2.0,50.0,2
7463,Built-up  Area,others,1243.0,2.0,1.0,58.0,2
7464,Built-up  Area,others,1800.0,6.0,0.0,44.5,5
7465,Built-up  Area,others,2700.0,4.0,2.0,214.0,6
7466,Built-up  Area,others,595.0,1.0,1.0,42.0,1
7467,Built-up  Area,others,1410.0,2.0,3.0,67.0,2
7468,Built-up  Area,others,1090.0,2.0,1.0,31.48,2
7469,Built-up  Area,others,2800.0,7.0,2.0,125.0,7
7470,Built-up  Area,others,1170.0,2.0,2.0,86.0,2
7471,Built-up  Area,others,1000.0,2.0,1.0,50.0,2
7472,Built-up  Area,others,2400.0,3.0,2.0,142.0,4
7473,Built-up  Area,others,840.0,2.0,2.0,27.0,2
7474,Built-up  Area,others,1250.0,2.0,1.0,80.0,3
7475,Built-up  Area,others,2000.0,3.0,1.0,100.0,3
7476,Built-up  Area,others,1045.0,2.0,2.0,42.0,2
7477,Built-up  Area,others,955.0,2.0,3.0,53.55,2
7478,Built-up  Area,others,1100.0,2.0,0.0,106.0,2
7479,Built-up  Area,others,1068.0,2.0,1.0,40.05,2
7480,Built-up  Area,others,900.0,2.0,1.0,45.0,2
7481,Built-up  Area,others,1685.0,2.0,1.0,110.0,3
7482,Built-up  Area,others,850.0,2.0,1.0,33.0,2
7483,Built-up  Area,others,500.0,1.0,0.0,20.0,1
7484,Built-up  Area,others,1146.0,2.0,1.0,38.5,2
7485,Built-up  Area,others,1012.0,2.0,1.0,59.0,2
7486,Built-up  Area,others,4400.0,9.0,2.0,120.0,7
7487,Built-up  Area,others,1415.0,2.0,3.0,110.0,2
7488,Built-up  Area,others,500.0,2.0,1.0,70.0,2
7489,Built-up  Area,others,1100.0,2.0,2.0,55.0,2
7490,Built-up  Area,others,824.0,2.0,0.0,60.0,2
7491,Built-up  Area,others,1620.0,2.0,1.0,110.0,3
7492,Built-up  Area,others,1533.0,3.0,2.0,115.0,3
7493,Built-up  Area,others,1560.0,3.0,2.0,85.0,3
7494,Built-up  Area,others,1095.0,2.0,0.0,40.0,2
7495,Built-up  Area,others,1500.0,3.0,2.0,88.0,3
7496,Built-up  Area,others,1010.0,2.0,2.0,46.0,2
7497,Built-up  Area,others,4000.0,4.0,1.0,520.0,4
7498,Built-up  Area,others,1370.0,2.0,2.0,75.0,2
7499,Built-up  Area,others,1200.0,2.0,2.0,50.0,2
7500,Built-up  Area,others,1050.0,1.0,1.0,70.0,1
7501,Built-up  Area,others,1020.0,2.0,1.0,37.0,2
7502,Built-up  Area,others,830.0,2.0,0.0,34.0,2
7503,Built-up  Area,others,2300.0,3.0,2.0,80.0,3
7504,Built-up  Area,others,400.0,1.0,0.0,14.0,1
7505,Built-up  Area,others,860.0,1.0,1.0,43.0,2
7506,Built-up  Area,others,4800.0,5.0,3.0,629.0,4
7507,Built-up  Area,others,1700.0,3.0,2.0,80.0,3
7508,Built-up  Area,others,1000.0,2.0,0.0,110.0,3
7509,Built-up  Area,others,1942.0,3.0,2.0,102.0,3
7510,Built-up  Area,others,1000.0,2.0,2.0,53.0,2
7511,Built-up  Area,others,2400.0,3.0,1.0,260.0,3
7512,Built-up  Area,others,1135.0,2.0,3.0,55.0,2
7513,Built-up  Area,others,2357.0,3.0,2.0,151.0,3
7514,Built-up  Area,others,1350.0,2.0,1.0,67.5,2
7515,Built-up  Area,others,4000.0,4.0,3.0,170.0,4
7516,Built-up  Area,others,1945.0,3.0,3.0,120.0,3
7517,Built-up  Area,others,1150.0,2.0,1.0,75.0,3
7518,Built-up  Area,others,1030.0,2.0,3.0,61.0,2
7519,Built-up  Area,others,600.0,1.0,0.0,32.0,1
7520,Built-up  Area,others,3000.0,4.0,2.0,240.0,4
7521,Built-up  Area,others,1445.0,3.0,2.0,64.0,3
7522,Built-up  Area,others,955.0,1.0,2.0,34.01,2
7523,Built-up  Area,others,1100.0,2.0,1.0,75.0,2
7524,Built-up  Area,others,1929.0,3.0,2.0,115.0,3
7525,Built-up  Area,others,3161.0,4.0,3.0,214.0,4
7526,Built-up  Area,others,1020.0,2.0,2.0,40.0,2
7527,Built-up  Area,others,4200.0,4.0,2.0,255.0,4
7528,Built-up  Area,others,1400.0,2.0,1.0,67.0,2
7529,Built-up  Area,others,600.0,1.0,1.0,17.0,1
7530,Built-up  Area,others,1360.0,2.0,2.0,65.0,3
7531,Built-up  Area,others,965.0,2.0,1.0,45.0,2
7532,Built-up  Area,others,1463.0,1.0,1.0,142.0,2
7533,Built-up  Area,others,1875.0,2.0,3.0,235.0,3
7534,Built-up  Area,others,890.0,1.0,1.0,75.0,1
7535,Built-up  Area,others,960.0,2.0,2.0,32.0,2
7536,Built-up  Area,others,799.0,2.0,1.0,38.0,2
7537,Built-up  Area,others,1147.0,2.0,1.0,54.0,2
7538,Built-up  Area,others,2100.0,3.0,1.0,75.0,3
7539,Built-up  Area,others,1199.0,2.0,2.0,50.0,2
7540,Built-up  Area,others,2820.0,3.0,2.0,285.0,3
7541,Built-up  Area,others,1950.0,3.0,2.0,130.0,3
7542,Built-up  Area,others,1991.0,3.0,2.0,160.0,3
7543,Built-up  Area,others,1234.0,2.0,1.0,61.0,2
7544,Built-up  Area,others,1200.0,3.0,2.0,66.0,3
7545,Built-up  Area,others,2220.0,4.0,2.0,65.0,3
7546,Built-up  Area,others,1069.0,2.0,2.0,55.0,2
7547,Built-up  Area,others,900.0,2.0,1.0,45.0,2
7548,Built-up  Area,others,1200.0,2.0,2.0,50.0,2
7549,Built-up  Area,others,600.0,2.0,1.0,23.0,2
7550,Built-up  Area,others,1156.0,2.0,2.0,49.5,2
7551,Built-up  Area,others,900.0,1.0,1.0,30.0,1
7552,Built-up  Area,others,1250.0,3.0,2.0,139.0,3
7553,Built-up  Area,others,900.0,2.0,3.0,46.0,2
7554,Built-up  Area,others,1190.0,3.0,1.0,55.0,3
7555,Built-up  Area,others,1480.0,2.0,0.0,145.0,3
7556,Built-up  Area,others,1460.0,2.0,3.0,73.0,3
7557,Built-up  Area,others,1070.0,2.0,1.0,35.0,2
7558,Built-up  Area,others,1596.0,3.0,0.0,95.0,3
7559,Built-up  Area,others,1639.0,3.0,3.0,123.0,3
7560,Built-up  Area,others,885.0,2.0,3.0,40.0,2
7561,Built-up  Area,others,1650.0,4.0,0.0,99.0,4
7562,Built-up  Area,others,925.0,2.0,2.0,63.0,2
7563,Built-up  Area,others,3000.0,3.0,3.0,400.0,3
7564,Built-up  Area,others,2400.0,6.0,0.0,130.0,6
7565,Built-up  Area,others,1750.0,3.0,1.0,180.0,3
7566,Built-up  Area,others,1200.0,2.0,3.0,50.0,2
7567,Built-up  Area,others,705.0,1.0,2.0,36.5,1
7568,Built-up  Area,others,1270.0,2.0,1.0,175.0,4
7569,Built-up  Area,others,596.0,1.0,1.0,42.0,1
7570,Built-up  Area,others,1405.0,2.0,2.0,70.0,3
7571,Built-up  Area,others,1750.0,3.0,3.0,149.0,3
7572,Built-up  Area,others,532.0,1.0,1.0,22.49,1
7573,Built-up  Area,others,1080.0,2.0,1.0,55.0,2
7574,Built-up  Area,others,1000.0,2.0,1.0,80.0,2
7575,Built-up  Area,others,1500.0,2.0,0.0,97.0,3
7576,Built-up  Area,others,3500.0,4.0,2.0,245.0,4
7577,Built-up  Area,others,2400.0,5.0,2.0,120.0,5
7578,Built-up  Area,others,1350.0,2.0,2.0,65.0,3
7579,Built-up  Area,others,2990.0,4.0,2.0,324.0,4
7580,Built-up  Area,others,1150.0,2.0,1.0,75.0,2
7581,Built-up  Area,others,1853.0,3.0,2.0,82.0,3
7582,Built-up  Area,others,1256.0,2.0,1.0,62.8,2
7583,Built-up  Area,others,1310.0,2.0,1.0,37.83,3
7584,Built-up  Area,others,1531.0,3.0,2.0,72.0,3
7585,Built-up  Area,others,1200.0,2.0,2.0,55.0,2
7586,Built-up  Area,others,1650.0,2.0,1.0,52.0,3
7587,Built-up  Area,others,1100.0,2.0,1.0,38.0,2
7588,Built-up  Area,others,600.0,3.0,2.0,75.0,2
7589,Built-up  Area,others,1605.0,2.0,3.0,85.0,3
7590,Built-up  Area,others,813.0,1.0,1.0,39.0,1
7591,Built-up  Area,others,1090.0,2.0,1.0,36.0,2
7592,Built-up  Area,others,2425.0,4.0,3.0,173.0,4
7593,Built-up  Area,others,1280.0,2.0,1.0,75.0,2
7594,Built-up  Area,others,500.0,1.0,0.0,24.0,1
7595,Built-up  Area,others,1100.0,2.0,1.0,50.0,2
7596,Built-up  Area,others,3200.0,5.0,1.0,150.0,4
7597,Built-up  Area,others,1850.0,3.0,3.0,98.0,3
7598,Built-up  Area,others,1575.0,3.0,2.0,93.0,3
7599,Built-up  Area,others,1300.0,2.0,2.0,70.0,3
7600,Built-up  Area,others,1000.0,2.0,2.0,45.0,2
7601,Built-up  Area,others,1190.0,2.0,2.0,100.0,2
7602,Built-up  Area,others,1155.0,2.0,0.0,60.0,3
7603,Built-up  Area,others,1540.0,3.0,2.0,68.0,3
7604,Built-up  Area,others,1600.0,3.0,1.0,165.0,4
7605,Built-up  Area,others,620.0,2.0,1.0,22.0,2
7606,Built-up  Area,others,900.0,2.0,2.0,110.0,2
7607,Built-up  Area,others,1200.0,2.0,1.0,125.0,2
7608,Built-up  Area,others,4200.0,1.0,2.0,160.0,2
7609,Built-up  Area,others,1500.0,3.0,2.0,70.0,3
7610,Built-up  Area,others,1460.0,3.0,2.0,70.0,3
7611,Built-up  Area,others,1220.0,2.0,2.0,68.0,2
7612,Built-up  Area,others,780.0,2.0,1.0,35.0,2
7613,Built-up  Area,others,1280.0,4.0,1.0,115.0,4
7614,Built-up  Area,others,1440.0,3.0,2.0,65.8,3
7615,Built-up  Area,others,1225.0,3.0,3.0,60.0,3
7616,Built-up  Area,others,1550.0,2.0,1.0,60.0,3
7617,Built-up  Area,others,1113.0,2.0,2.0,46.0,2
7618,Built-up  Area,others,2500.0,5.0,2.0,120.0,5
7619,Built-up  Area,others,1550.0,3.0,2.0,160.0,3
7620,Built-up  Area,others,1140.0,2.0,2.0,52.0,2
7621,Built-up  Area,others,1758.0,3.0,2.0,95.0,3
7622,Built-up  Area,others,1200.0,3.0,0.0,85.0,2
7623,Built-up  Area,others,1800.0,3.0,3.0,140.0,3
7624,Built-up  Area,others,1000.0,2.0,2.0,48.0,2
7625,Built-up  Area,others,3900.0,4.0,2.0,333.0,4
7626,Built-up  Area,others,2107.0,4.0,3.0,95.0,4
7627,Built-up  Area,others,1365.0,3.0,2.0,60.0,2
7628,Built-up  Area,others,1150.0,4.0,1.0,110.0,4
7629,Built-up  Area,others,1550.0,3.0,1.0,75.0,3
7630,Built-up  Area,others,814.0,2.0,1.0,55.0,2
7631,Built-up  Area,others,1100.0,2.0,2.0,44.0,2
7632,Built-up  Area,others,1100.0,2.0,1.0,48.0,2
7633,Built-up  Area,others,1367.0,2.0,2.0,62.0,2
7634,Built-up  Area,others,1340.0,2.0,3.0,77.0,2
7635,Built-up  Area,others,1135.0,2.0,2.0,32.91,2
7636,Built-up  Area,others,1745.0,3.0,2.0,77.0,3
7637,Built-up  Area,others,1286.0,3.0,1.0,67.0,3
7638,Built-up  Area,others,1141.0,2.0,2.0,40.0,2
7639,Built-up  Area,others,1636.0,3.0,2.0,97.0,3
7640,Built-up  Area,others,1450.0,3.0,3.0,42.0,3
7641,Built-up  Area,others,1170.0,2.0,2.0,86.0,2
7642,Built-up  Area,others,850.0,2.0,1.0,75.0,2
7643,Built-up  Area,others,1600.0,3.0,1.0,64.0,3
7644,Built-up  Area,others,1100.0,2.0,1.0,55.0,2
7645,Built-up  Area,others,1150.0,2.0,2.0,125.0,2
7646,Built-up  Area,others,1115.0,2.0,0.0,46.0,2
7647,Built-up  Area,others,2550.0,4.0,2.0,290.0,3
7648,Built-up  Area,others,3080.0,2.0,1.0,285.0,4
7649,Built-up  Area,others,1550.0,2.0,2.0,79.0,3
7650,Built-up  Area,others,1475.0,2.0,1.0,200.0,3
7651,Built-up  Area,others,830.0,2.0,1.0,60.0,2
7652,Built-up  Area,others,1518.0,3.0,2.0,76.0,3
7653,Built-up  Area,others,1495.0,2.0,2.0,75.0,3
7654,Built-up  Area,others,856.0,2.0,1.0,48.0,2
7655,Built-up  Area,others,1117.0,2.0,1.0,110.0,2
7656,Built-up  Area,others,7500.0,4.0,2.0,425.0,4
7657,Built-up  Area,others,925.0,2.0,2.0,48.0,2
7658,Built-up  Area,others,2675.0,4.0,2.0,290.0,4
7659,Built-up  Area,others,1016.0,2.0,1.0,45.9,2
7660,Built-up  Area,others,1477.0,2.0,2.0,80.0,3
7661,Built-up  Area,others,1400.0,3.0,2.0,35.0,3
7662,Built-up  Area,others,1100.0,2.0,2.0,43.5,2
7663,Built-up  Area,others,800.0,6.0,2.0,75.0,6
7664,Built-up  Area,others,1740.0,3.0,2.0,55.0,3
7665,Built-up  Area,others,1030.0,2.0,2.0,80.0,2
7666,Built-up  Area,others,1150.0,2.0,2.0,69.0,2
7667,Built-up  Area,others,2600.0,3.0,1.0,95.0,4
7668,Built-up  Area,others,1350.0,2.0,3.0,68.0,3
7669,Built-up  Area,others,850.0,2.0,0.0,35.0,2
7670,Built-up  Area,others,1148.0,2.0,1.0,59.0,2
7671,Built-up  Area,others,1750.0,2.0,1.0,225.0,4
7672,Built-up  Area,others,1350.0,3.0,1.0,60.0,3
7673,Built-up  Area,others,1100.0,2.0,1.0,78.0,2
7674,Built-up  Area,others,4510.0,4.0,3.0,200.0,3
7675,Built-up  Area,others,2000.0,3.0,1.0,145.0,3
7676,Built-up  Area,others,1165.0,2.0,1.0,33.64,2
7677,Built-up  Area,others,3160.0,4.0,3.0,206.0,4
7678,Built-up  Area,others,850.0,2.0,1.0,72.0,2
7679,Built-up  Area,others,1100.0,2.0,2.0,57.0,2
7680,Built-up  Area,others,2050.0,3.0,1.0,100.0,4
7681,Built-up  Area,others,1750.0,3.0,3.0,170.0,3
7682,Built-up  Area,others,1800.0,3.0,2.0,105.0,6
7683,Built-up  Area,others,850.0,2.0,0.0,35.0,2
7684,Built-up  Area,others,1680.0,3.0,3.0,135.0,3
7685,Built-up  Area,others,1240.0,2.0,1.0,100.0,2
7686,Built-up  Area,others,1810.0,3.0,3.0,118.0,3
7687,Built-up  Area,others,1035.0,2.0,2.0,44.0,2
7688,Built-up  Area,others,1000.0,2.0,1.0,97.0,2
7689,Built-up  Area,others,1430.0,3.0,1.0,78.65,3
7690,Built-up  Area,others,1200.0,2.0,1.0,45.0,1
7691,Built-up  Area,others,1116.0,2.0,1.0,37.6,2
7692,Built-up  Area,others,1090.0,2.0,2.0,45.0,2
7693,Built-up  Area,others,3900.0,5.0,1.0,550.0,4
7694,Built-up  Area,others,2400.0,5.0,2.0,93.0,5
7695,Built-up  Area,others,1539.0,3.0,2.0,60.0,3
7696,Built-up  Area,others,1550.0,4.0,1.0,120.0,4
7697,Built-up  Area,others,2800.0,7.0,1.0,250.0,7
7698,Built-up  Area,others,2100.0,4.0,1.0,90.0,4
7699,Built-up  Area,others,1000.0,2.0,2.0,42.0,2
7700,Built-up  Area,others,830.0,2.0,2.0,40.0,2
7701,Built-up  Area,others,600.0,4.0,3.0,76.0,5
7702,Built-up  Area,others,1230.0,2.0,3.0,55.0,2
7703,Built-up  Area,others,1942.0,3.0,1.0,155.0,3
7704,Built-up  Area,others,1330.0,2.0,1.0,64.0,2
7705,Built-up  Area,others,1250.0,2.0,1.0,58.0,2
7706,Built-up  Area,others,1300.0,3.0,2.0,64.0,3
7707,Built-up  Area,others,1200.0,1.0,0.0,69.0,1
7708,Built-up  Area,others,2099.0,3.0,2.0,95.0,3
7709,Built-up  Area,others,1430.0,2.0,1.0,78.65,3
7710,Built-up  Area,others,900.0,2.0,1.0,41.0,2
7711,Built-up  Area,others,1800.0,5.0,1.0,250.0,4
7712,Built-up  Area,others,1150.0,2.0,1.0,48.0,2
7713,Built-up  Area,others,1065.0,2.0,1.0,45.0,2
7714,Built-up  Area,others,1600.0,2.0,2.0,75.0,3
7715,Built-up  Area,others,900.0,1.0,1.0,44.0,2
7716,Built-up  Area,others,1800.0,3.0,1.0,220.0,3
7717,Built-up  Area,others,1280.0,2.0,1.0,48.0,3
7718,Built-up  Area,others,2700.0,3.0,3.0,200.0,3
7719,Built-up  Area,others,1677.0,3.0,2.0,98.0,3
7720,Built-up  Area,others,2500.0,8.0,3.0,95.0,8
7721,Built-up  Area,others,1490.0,2.0,1.0,115.0,3
7722,Built-up  Area,others,1391.0,2.0,3.0,64.5,3
7723,Built-up  Area,others,900.0,2.0,1.0,33.0,2
7724,Built-up  Area,others,450.0,1.0,2.0,60.0,1
7725,Built-up  Area,others,596.0,2.0,1.0,22.0,2
7726,Built-up  Area,others,3463.0,6.0,0.0,310.0,4
7727,Built-up  Area,others,1200.0,2.0,2.0,45.0,2
7728,Built-up  Area,others,1200.0,2.0,0.0,43.0,2
7729,Built-up  Area,others,1107.0,2.0,2.0,40.0,2
7730,Built-up  Area,others,1158.0,2.0,3.0,75.0,2
7731,Built-up  Area,others,1125.0,2.0,1.0,32.49,2
7732,Built-up  Area,others,1080.0,2.0,2.0,44.8,2
7733,Built-up  Area,others,2000.0,3.0,1.0,90.0,3
7734,Built-up  Area,others,1025.0,2.0,0.0,42.5,2
7735,Built-up  Area,others,1542.0,3.0,2.0,98.0,3
7736,Built-up  Area,others,1012.0,2.0,0.0,42.0,2
7737,Built-up  Area,others,3600.0,5.0,0.0,110.0,5
7738,Built-up  Area,others,1100.0,3.0,1.0,110.0,3
7739,Built-up  Area,others,1050.0,2.0,1.0,70.0,2
